SHA,start_date,end_date
cc54621b52f00f7bec803bc5f04421201acea421913e18c840382740b3d9fd1a,2022-01-25,2022-04-25
9603b49e310ae0401195452c1cd572efefab7778ada70a1f518a1faadeaedb15,2022-02-22,2022-05-23
0e86942b349bf866267515afc37b7aa0cd6881e669e9a366be08dba16ad3a9c7,2022-02-22,2022-05-23
a1bd2952c1ce47faaa497384bb9beefc04c63623361d45567a436bd121d49213,2022-01-01,2022-04-01
6b335eb4586e72d23dfc2f9bfb8128a5728e0a22ac2b06565becd4dd8bad0531,2022-03-14,2022-06-12
a738d1ee9b2a65df8de16aa951b6d6708c4e0ca86b26d67f098eec205cef5774,2022-02-08,2022-05-09
66e3a04a59f97a101dc4ed267992b21ffb14ee6e35611ffc43576eb9b7323bd3,2022-02-22,2022-05-23
541dbe35c32cfc5b8f2229b08fa6cb58a1fe7d7502308e5fc914441752fb3e9a,2022-03-14,2022-06-12
1a9961c76a3f835ab657c1750b565ccde80138c7a088e1d24ca38992f672301a,2022-01-14,2022-04-14
da13de7fcfdb12aa6939707eb74127a8fe7c077e9c5253d016ded61d3b7bb324,2022-01-19,2022-04-19
4d1c9b91d63b67d5fe15ce23eeb5bfd3c9adf429f445aa3ceb33427e196d8996,2022-02-21,2022-05-22
029ea256e0657b361ccf08228781eb7047cff425edffaf7c832600dcb425968d,2022-02-22,2022-05-23
a41fe7d4d58d6ee3759053b228f6c1efab82fb4e1e358799843700492249710a,2022-02-22,2022-05-23
d912c109cd8d6192e6ac9dc5fe4a52896e2dcf2d192502f060a6094d23065a46,2022-02-22,2022-05-23
2dc71c093da5b6e6621cbd8fa3648519ec2be484a7295f3b755220fbdfc41ddd,2022-01-14,2022-04-14
67fe1a592334e9ab3c3eb29996053982a70c2e1de87fcb09171fcda6e97686dc,2021-12-29,2022-03-29
693f29926cb23cbb2c1dcccfc7e7d61371243d985c2f3ea9d107cae6494146e4,2022-01-13,2022-04-13
75c2fe15fce738ed2f5ef44418e44f752e888adaf900929d07025ad4e9f61953,2022-02-22,2022-05-23
64c070222c8370d19c4530c1f1f32c4025247c05dfce699f180ca826952680cd,2022-02-22,2022-05-23
d9e8a91e02b05baf6f59359a9df54484b7ee49308a62a1155995bced587127a6,2022-01-27,2022-04-27
685896cbf3a19b913337d5a4b75c626a154630504e116efa65ec4a03b7555b5d,2022-01-27,2022-04-27
